"comparisons","doi"
"http://orkg.org/orkg/resource/R236295",
"http://orkg.org/orkg/resource/R238243",
"http://orkg.org/orkg/resource/R238494",
"http://orkg.org/orkg/resource/R239066",
"http://orkg.org/orkg/resource/R239547",
"http://orkg.org/orkg/resource/R239548",
"http://orkg.org/orkg/resource/R240000",
"http://orkg.org/orkg/resource/R243001",
"http://orkg.org/orkg/resource/R246269",
"http://orkg.org/orkg/resource/R246270",
"http://orkg.org/orkg/resource/R246271",
"http://orkg.org/orkg/resource/R250352",
"http://orkg.org/orkg/resource/R252233",
"http://orkg.org/orkg/resource/R253021",
"http://orkg.org/orkg/resource/R255284",
"http://orkg.org/orkg/resource/R255409",
"http://orkg.org/orkg/resource/R255464",
"http://orkg.org/orkg/resource/R255508",
"http://orkg.org/orkg/resource/R256241",
"http://orkg.org/orkg/resource/R256242",
"http://orkg.org/orkg/resource/R256243",
"http://orkg.org/orkg/resource/R256244",
"http://orkg.org/orkg/resource/R256245",
"http://orkg.org/orkg/resource/R256246",
"http://orkg.org/orkg/resource/R256247",
"http://orkg.org/orkg/resource/R256495",
"http://orkg.org/orkg/resource/R256496",
"http://orkg.org/orkg/resource/R257000",
"http://orkg.org/orkg/resource/R257010",
"http://orkg.org/orkg/resource/R259016",
"http://orkg.org/orkg/resource/R259037",
"http://orkg.org/orkg/resource/R259112",
"http://orkg.org/orkg/resource/R259183",
"http://orkg.org/orkg/resource/R259184",
"http://orkg.org/orkg/resource/R262070",
"http://orkg.org/orkg/resource/R262124",
"http://orkg.org/orkg/resource/R262134",
"http://orkg.org/orkg/resource/R262135",
"http://orkg.org/orkg/resource/R262141",
"http://orkg.org/orkg/resource/R262162",
"http://orkg.org/orkg/resource/R266132",
"http://orkg.org/orkg/resource/R266140",
"http://orkg.org/orkg/resource/R266146",
"http://orkg.org/orkg/resource/R266168",
"http://orkg.org/orkg/resource/R266239",
"http://orkg.org/orkg/resource/R266420",
"http://orkg.org/orkg/resource/R267006",
"http://orkg.org/orkg/resource/R267015",
"http://orkg.org/orkg/resource/R267019",
"http://orkg.org/orkg/resource/R267027",
"http://orkg.org/orkg/resource/R267031",
"http://orkg.org/orkg/resource/R267046",
"http://orkg.org/orkg/resource/R269002",
"http://orkg.org/orkg/resource/R269003",
"http://orkg.org/orkg/resource/R269004",
"http://orkg.org/orkg/resource/R272018",
"http://orkg.org/orkg/resource/R272021",
"http://orkg.org/orkg/resource/R272032",
"http://orkg.org/orkg/resource/R272033",
"http://orkg.org/orkg/resource/R272034",
"http://orkg.org/orkg/resource/R272035",
"http://orkg.org/orkg/resource/R272039",
"http://orkg.org/orkg/resource/R272044",
"http://orkg.org/orkg/resource/R272059",
"http://orkg.org/orkg/resource/R272076",
"http://orkg.org/orkg/resource/R272077",
"http://orkg.org/orkg/resource/R272078",
"http://orkg.org/orkg/resource/R272079",
"http://orkg.org/orkg/resource/R273018",
"http://orkg.org/orkg/resource/R274031",
"http://orkg.org/orkg/resource/R277103",
"http://orkg.org/orkg/resource/R280105",
"http://orkg.org/orkg/resource/R280106",
"http://orkg.org/orkg/resource/R280270",
"http://orkg.org/orkg/resource/R281261",
"http://orkg.org/orkg/resource/R285888",
"http://orkg.org/orkg/resource/R12249",
"http://orkg.org/orkg/resource/R12250",
"http://orkg.org/orkg/resource/R12251",
"http://orkg.org/orkg/resource/R12317",
"http://orkg.org/orkg/resource/R25093",
"http://orkg.org/orkg/resource/R25115",
"http://orkg.org/orkg/resource/R25160",
"http://orkg.org/orkg/resource/R25201",
"http://orkg.org/orkg/resource/R25223",
"http://orkg.org/orkg/resource/R25255",
"http://orkg.org/orkg/resource/R25358",
"http://orkg.org/orkg/resource/R25400",
"http://orkg.org/orkg/resource/R25447",
"http://orkg.org/orkg/resource/R25495",
"http://orkg.org/orkg/resource/R25529",
"http://orkg.org/orkg/resource/R25583",
"http://orkg.org/orkg/resource/R25629",
"http://orkg.org/orkg/resource/R25663",
"http://orkg.org/orkg/resource/R25694",
"http://orkg.org/orkg/resource/R25726",
"http://orkg.org/orkg/resource/R25762",
"http://orkg.org/orkg/resource/R25768",
"http://orkg.org/orkg/resource/R25857",
"http://orkg.org/orkg/resource/R25900",
"http://orkg.org/orkg/resource/R25920",
"http://orkg.org/orkg/resource/R25931",
"http://orkg.org/orkg/resource/R25948",
"http://orkg.org/orkg/resource/R25961",
"http://orkg.org/orkg/resource/R25999",
"http://orkg.org/orkg/resource/R26017",
"http://orkg.org/orkg/resource/R26063",
"http://orkg.org/orkg/resource/R26083",
"http://orkg.org/orkg/resource/R26107",
"http://orkg.org/orkg/resource/R26127",
"http://orkg.org/orkg/resource/R26146",
"http://orkg.org/orkg/resource/R26194",
"http://orkg.org/orkg/resource/R26262",
"http://orkg.org/orkg/resource/R26352",
"http://orkg.org/orkg/resource/R26377",
"http://orkg.org/orkg/resource/R26421",
"http://orkg.org/orkg/resource/R26550",
"http://orkg.org/orkg/resource/R26608",
"http://orkg.org/orkg/resource/R26654",
"http://orkg.org/orkg/resource/R26729",
"http://orkg.org/orkg/resource/R26775",
"http://orkg.org/orkg/resource/R26850",
"http://orkg.org/orkg/resource/R26881",
"http://orkg.org/orkg/resource/R26918",
"http://orkg.org/orkg/resource/R26927",
"http://orkg.org/orkg/resource/R26982",
"http://orkg.org/orkg/resource/R27039",
"http://orkg.org/orkg/resource/R27061",
"http://orkg.org/orkg/resource/R27089",
"http://orkg.org/orkg/resource/R27123",
"http://orkg.org/orkg/resource/R27235",
"http://orkg.org/orkg/resource/R27264",
"http://orkg.org/orkg/resource/R27278",
"http://orkg.org/orkg/resource/R27380",
"http://orkg.org/orkg/resource/R27388",
"http://orkg.org/orkg/resource/R27393",
"http://orkg.org/orkg/resource/R27400",
"http://orkg.org/orkg/resource/R27461",
"http://orkg.org/orkg/resource/R27482",
"http://orkg.org/orkg/resource/R27620",
"http://orkg.org/orkg/resource/R27705",
"http://orkg.org/orkg/resource/R27714",
"http://orkg.org/orkg/resource/R27723",
"http://orkg.org/orkg/resource/R27835",
"http://orkg.org/orkg/resource/R28099",
"http://orkg.org/orkg/resource/R28140",
"http://orkg.org/orkg/resource/R28191",
"http://orkg.org/orkg/resource/R28235",
"http://orkg.org/orkg/resource/R28333",
"http://orkg.org/orkg/resource/R28369",
"http://orkg.org/orkg/resource/R28407",
"http://orkg.org/orkg/resource/R28446",
"http://orkg.org/orkg/resource/R28487",
"http://orkg.org/orkg/resource/R28519",
"http://orkg.org/orkg/resource/R28614",
"http://orkg.org/orkg/resource/R28889",
"http://orkg.org/orkg/resource/R28897",
"http://orkg.org/orkg/resource/R28903",
"http://orkg.org/orkg/resource/R28940",
"http://orkg.org/orkg/resource/R28967",
"http://orkg.org/orkg/resource/R28981",
"http://orkg.org/orkg/resource/R29012",
"http://orkg.org/orkg/resource/R29034",
"http://orkg.org/orkg/resource/R29080",
"http://orkg.org/orkg/resource/R29108",
"http://orkg.org/orkg/resource/R29153",
"http://orkg.org/orkg/resource/R29184",
"http://orkg.org/orkg/resource/R29240",
"http://orkg.org/orkg/resource/R29275",
"http://orkg.org/orkg/resource/R29287",
"http://orkg.org/orkg/resource/R29351",
"http://orkg.org/orkg/resource/R29361",
"http://orkg.org/orkg/resource/R30476",
"http://orkg.org/orkg/resource/R30512",
"http://orkg.org/orkg/resource/R30536",
"http://orkg.org/orkg/resource/R30547",
"http://orkg.org/orkg/resource/R30579",
"http://orkg.org/orkg/resource/R30646",
"http://orkg.org/orkg/resource/R30698",
"http://orkg.org/orkg/resource/R30739",
"http://orkg.org/orkg/resource/R30817",
"http://orkg.org/orkg/resource/R30914",
"http://orkg.org/orkg/resource/R30950",
"http://orkg.org/orkg/resource/R31077",
"http://orkg.org/orkg/resource/R31090",
"http://orkg.org/orkg/resource/R31099",
"http://orkg.org/orkg/resource/R31160",
"http://orkg.org/orkg/resource/R31174",
"http://orkg.org/orkg/resource/R31214",
"http://orkg.org/orkg/resource/R31233",
"http://orkg.org/orkg/resource/R31249",
"http://orkg.org/orkg/resource/R31281",
"http://orkg.org/orkg/resource/R31299",
"http://orkg.org/orkg/resource/R31669",
"http://orkg.org/orkg/resource/R31689",
"http://orkg.org/orkg/resource/R31725",
"http://orkg.org/orkg/resource/R31768",
"http://orkg.org/orkg/resource/R31809",
"http://orkg.org/orkg/resource/R31878",
"http://orkg.org/orkg/resource/R31903",
"http://orkg.org/orkg/resource/R31928",
"http://orkg.org/orkg/resource/R31954",
"http://orkg.org/orkg/resource/R31991",
"http://orkg.org/orkg/resource/R32025",
"http://orkg.org/orkg/resource/R32061",
"http://orkg.org/orkg/resource/R32189",
"http://orkg.org/orkg/resource/R32424",
"http://orkg.org/orkg/resource/R32541",
"http://orkg.org/orkg/resource/R32871",
"http://orkg.org/orkg/resource/R32914",
"http://orkg.org/orkg/resource/R32940",
"http://orkg.org/orkg/resource/R32959",
"http://orkg.org/orkg/resource/R33008",
"http://orkg.org/orkg/resource/R33091",
"http://orkg.org/orkg/resource/R33581",
"http://orkg.org/orkg/resource/R33593",
"http://orkg.org/orkg/resource/R33610",
"http://orkg.org/orkg/resource/R33633",
"http://orkg.org/orkg/resource/R33783",
"http://orkg.org/orkg/resource/R33851",
"http://orkg.org/orkg/resource/R33953",
"http://orkg.org/orkg/resource/R33971",
"http://orkg.org/orkg/resource/R34099",
"http://orkg.org/orkg/resource/R34126",
"http://orkg.org/orkg/resource/R34183",
"http://orkg.org/orkg/resource/R34251",
"http://orkg.org/orkg/resource/R34282",
"http://orkg.org/orkg/resource/R34316",
"http://orkg.org/orkg/resource/R34411",
"http://orkg.org/orkg/resource/R34430",
"http://orkg.org/orkg/resource/R34454",
"http://orkg.org/orkg/resource/R34475",
"http://orkg.org/orkg/resource/R34493",
"http://orkg.org/orkg/resource/R34605",
"http://orkg.org/orkg/resource/R34621",
"http://orkg.org/orkg/resource/R34663",
"http://orkg.org/orkg/resource/R34706",
"http://orkg.org/orkg/resource/R34757",
"http://orkg.org/orkg/resource/R34845",
"http://orkg.org/orkg/resource/R36153",
"http://orkg.org/orkg/resource/R38012",
"http://orkg.org/orkg/resource/R38481",
"http://orkg.org/orkg/resource/R38693",
"http://orkg.org/orkg/resource/R39082",
"http://orkg.org/orkg/resource/R41148",
"http://orkg.org/orkg/resource/R41466",
"http://orkg.org/orkg/resource/R43037",
"http://orkg.org/orkg/resource/R44668",
"http://orkg.org/orkg/resource/R44675",
"http://orkg.org/orkg/resource/R44978",
"http://orkg.org/orkg/resource/R44979",
"http://orkg.org/orkg/resource/R44980",
"http://orkg.org/orkg/resource/R46295",
"http://orkg.org/orkg/resource/R46296",
"http://orkg.org/orkg/resource/R46297",
"http://orkg.org/orkg/resource/R46298",
"http://orkg.org/orkg/resource/R46299",
"http://orkg.org/orkg/resource/R46464",
"http://orkg.org/orkg/resource/R48103",
"http://orkg.org/orkg/resource/R48392",
"http://orkg.org/orkg/resource/R48401",
"http://orkg.org/orkg/resource/R48402",
"http://orkg.org/orkg/resource/R48403",
"http://orkg.org/orkg/resource/R48404",
"http://orkg.org/orkg/resource/R48405",
"http://orkg.org/orkg/resource/R49137",
"http://orkg.org/orkg/resource/R49138",
"http://orkg.org/orkg/resource/R50005",
"http://orkg.org/orkg/resource/R50014",
"http://orkg.org/orkg/resource/R51220",
"http://orkg.org/orkg/resource/R52143",
"http://orkg.org/orkg/resource/R53040",
"http://orkg.org/orkg/resource/R53407",
"http://orkg.org/orkg/resource/R54244",
"http://orkg.org/orkg/resource/R54867",
"http://orkg.org/orkg/resource/R55219",
"http://orkg.org/orkg/resource/R56110",
"http://orkg.org/orkg/resource/R56945",
"http://orkg.org/orkg/resource/R57101",
"http://orkg.org/orkg/resource/R57501",
"http://orkg.org/orkg/resource/R58002",
"http://orkg.org/orkg/resource/R6187",
"http://orkg.org/orkg/resource/R6751",
"http://orkg.org/orkg/resource/R6755",
"http://orkg.org/orkg/resource/R6756",
"http://orkg.org/orkg/resource/R6757",
"http://orkg.org/orkg/resource/R68871",
"http://orkg.org/orkg/resource/R6898",
"http://orkg.org/orkg/resource/R6946",
"http://orkg.org/orkg/resource/R6947",
"http://orkg.org/orkg/resource/R6948",
"http://orkg.org/orkg/resource/R6949",
"http://orkg.org/orkg/resource/R6950",
"http://orkg.org/orkg/resource/R70287",
"http://orkg.org/orkg/resource/R70518",
"http://orkg.org/orkg/resource/R70523",
"http://orkg.org/orkg/resource/R70545",
"http://orkg.org/orkg/resource/R70584",
"http://orkg.org/orkg/resource/R70605",
"http://orkg.org/orkg/resource/R70630",
"http://orkg.org/orkg/resource/R70632",
"http://orkg.org/orkg/resource/R70633",
"http://orkg.org/orkg/resource/R70640",
"http://orkg.org/orkg/resource/R70642",
"http://orkg.org/orkg/resource/R8340",
"http://orkg.org/orkg/resource/R8341",
"http://orkg.org/orkg/resource/R8453",
"http://orkg.org/orkg/resource/R8618",
"http://orkg.org/orkg/resource/R370594",
"http://orkg.org/orkg/resource/R370623",
"http://orkg.org/orkg/resource/R569378",
"http://orkg.org/orkg/resource/R574313",
"http://orkg.org/orkg/resource/R574315",
"http://orkg.org/orkg/resource/R574316",
"http://orkg.org/orkg/resource/R107661",
"http://orkg.org/orkg/resource/R107676",
"http://orkg.org/orkg/resource/R108053",
"http://orkg.org/orkg/resource/R108232",
"http://orkg.org/orkg/resource/R108233",
"http://orkg.org/orkg/resource/R108331",
"http://orkg.org/orkg/resource/R108332",
"http://orkg.org/orkg/resource/R108888",
"http://orkg.org/orkg/resource/R108907",
"http://orkg.org/orkg/resource/R108908",
"http://orkg.org/orkg/resource/R108929",
"http://orkg.org/orkg/resource/R109324",
"http://orkg.org/orkg/resource/R109399",
"http://orkg.org/orkg/resource/R109456",
"http://orkg.org/orkg/resource/R109494",
"http://orkg.org/orkg/resource/R109525",
"http://orkg.org/orkg/resource/R109637",
"http://orkg.org/orkg/resource/R109696",
"http://orkg.org/orkg/resource/R109955",
"http://orkg.org/orkg/resource/R109998",
"http://orkg.org/orkg/resource/R110025",
"http://orkg.org/orkg/resource/R110032",
"http://orkg.org/orkg/resource/R110042",
"http://orkg.org/orkg/resource/R110262",
"http://orkg.org/orkg/resource/R110351",
"http://orkg.org/orkg/resource/R110393",
"http://orkg.org/orkg/resource/R110462",
"http://orkg.org/orkg/resource/R110479",
"http://orkg.org/orkg/resource/R110597",
"http://orkg.org/orkg/resource/R110625",
"http://orkg.org/orkg/resource/R110640",
"http://orkg.org/orkg/resource/R110652",
"http://orkg.org/orkg/resource/R110668",
"http://orkg.org/orkg/resource/R110673",
"http://orkg.org/orkg/resource/R110698",
"http://orkg.org/orkg/resource/R110779",
"http://orkg.org/orkg/resource/R110932",
"http://orkg.org/orkg/resource/R111045",
"http://orkg.org/orkg/resource/R111060",
"http://orkg.org/orkg/resource/R111092",
"http://orkg.org/orkg/resource/R111110",
"http://orkg.org/orkg/resource/R111124",
"http://orkg.org/orkg/resource/R111129",
"http://orkg.org/orkg/resource/R111130",
"http://orkg.org/orkg/resource/R111133",
"http://orkg.org/orkg/resource/R111416",
"http://orkg.org/orkg/resource/R111755",
"http://orkg.org/orkg/resource/R113168",
"http://orkg.org/orkg/resource/R113170",
"http://orkg.org/orkg/resource/R113171",
"http://orkg.org/orkg/resource/R113242",
"http://orkg.org/orkg/resource/R135275",
"http://orkg.org/orkg/resource/R135371",
"http://orkg.org/orkg/resource/R135457",
"http://orkg.org/orkg/resource/R135517",
"http://orkg.org/orkg/resource/R135606",
"http://orkg.org/orkg/resource/R135668",
"http://orkg.org/orkg/resource/R135715",
"http://orkg.org/orkg/resource/R135920",
"http://orkg.org/orkg/resource/R135992",
"http://orkg.org/orkg/resource/R136242",
"http://orkg.org/orkg/resource/R137036",
"http://orkg.org/orkg/resource/R137086",
"http://orkg.org/orkg/resource/R137472",
"http://orkg.org/orkg/resource/R137510",
"http://orkg.org/orkg/resource/R138054",
"http://orkg.org/orkg/resource/R138057",
"http://orkg.org/orkg/resource/R138127",
"http://orkg.org/orkg/resource/R138374",
"http://orkg.org/orkg/resource/R138458",
"http://orkg.org/orkg/resource/R138535",
"http://orkg.org/orkg/resource/R138536",
"http://orkg.org/orkg/resource/R138594",
"http://orkg.org/orkg/resource/R138631",
"http://orkg.org/orkg/resource/R139268",
"http://orkg.org/orkg/resource/R139295",
"http://orkg.org/orkg/resource/R139357",
"http://orkg.org/orkg/resource/R139400",
"http://orkg.org/orkg/resource/R139425",
"http://orkg.org/orkg/resource/R139434",
"http://orkg.org/orkg/resource/R139456",
"http://orkg.org/orkg/resource/R139526",
"http://orkg.org/orkg/resource/R139585",
"http://orkg.org/orkg/resource/R139642",
"http://orkg.org/orkg/resource/R139713",
"http://orkg.org/orkg/resource/R139843",
"http://orkg.org/orkg/resource/R140589",
"http://orkg.org/orkg/resource/R172154",
"http://orkg.org/orkg/resource/R172156",
"http://orkg.org/orkg/resource/R172157",
"http://orkg.org/orkg/resource/R172689",
"http://orkg.org/orkg/resource/R172886",
"http://orkg.org/orkg/resource/R172927",
"http://orkg.org/orkg/resource/R175013",
"http://orkg.org/orkg/resource/R175019",
"http://orkg.org/orkg/resource/R175109",
"http://orkg.org/orkg/resource/R175409",
"http://orkg.org/orkg/resource/R175464",
"http://orkg.org/orkg/resource/R175477",
"http://orkg.org/orkg/resource/R178163",
"http://orkg.org/orkg/resource/R178176",
"http://orkg.org/orkg/resource/R178185",
"http://orkg.org/orkg/resource/R178186",
"http://orkg.org/orkg/resource/R178187",
"http://orkg.org/orkg/resource/R178462",
"http://orkg.org/orkg/resource/R182159",
"http://orkg.org/orkg/resource/R182358",
"http://orkg.org/orkg/resource/R182415",
"http://orkg.org/orkg/resource/R182434",
"http://orkg.org/orkg/resource/R184018",
"http://orkg.org/orkg/resource/R185262",
"http://orkg.org/orkg/resource/R185267",
"http://orkg.org/orkg/resource/R185268",
"http://orkg.org/orkg/resource/R185367",
"http://orkg.org/orkg/resource/R185456",
"http://orkg.org/orkg/resource/R186024",
"http://orkg.org/orkg/resource/R186047",
"http://orkg.org/orkg/resource/R186048",
"http://orkg.org/orkg/resource/R186126",
"http://orkg.org/orkg/resource/R186154",
"http://orkg.org/orkg/resource/R186157",
"http://orkg.org/orkg/resource/R186184",
"http://orkg.org/orkg/resource/R186651",
"http://orkg.org/orkg/resource/R186723",
"http://orkg.org/orkg/resource/R187060",
"http://orkg.org/orkg/resource/R187223",
"http://orkg.org/orkg/resource/R187477",
"http://orkg.org/orkg/resource/R188164",
"http://orkg.org/orkg/resource/R188971",
"http://orkg.org/orkg/resource/R188976",
"http://orkg.org/orkg/resource/R189183",
"http://orkg.org/orkg/resource/R189409",
"http://orkg.org/orkg/resource/R189475",
"http://orkg.org/orkg/resource/R193278","10.48366/r193278"
"http://orkg.org/orkg/resource/R193463","10.48366/r193463"
"http://orkg.org/orkg/resource/R201854","10.48366/r201854"
"http://orkg.org/orkg/resource/R204080","10.48366/r204080"
"http://orkg.org/orkg/resource/R288015","10.48366/r288015"
"http://orkg.org/orkg/resource/R288016","10.48366/r288016"
"http://orkg.org/orkg/resource/R288017","10.48366/r288017"
"http://orkg.org/orkg/resource/R288018","10.48366/r288018"
"http://orkg.org/orkg/resource/R288019","10.48366/r288019"
"http://orkg.org/orkg/resource/R288020","10.48366/r288020"
"http://orkg.org/orkg/resource/R288021","10.48366/r288021"
"http://orkg.org/orkg/resource/R288022","10.48366/r288022"
"http://orkg.org/orkg/resource/R288023","10.48366/r288023"
"http://orkg.org/orkg/resource/R288024","10.48366/r288024"
"http://orkg.org/orkg/resource/R288025","10.48366/r288025"
"http://orkg.org/orkg/resource/R288027","10.48366/r288027"
"http://orkg.org/orkg/resource/R288028","10.48366/r288028"
"http://orkg.org/orkg/resource/R288029","10.48366/r288029"
"http://orkg.org/orkg/resource/R288044","10.48366/r288044"
"http://orkg.org/orkg/resource/R288045","10.48366/r288045"
"http://orkg.org/orkg/resource/R288046","10.48366/r288046"
"http://orkg.org/orkg/resource/R288047","10.48366/r288047"
"http://orkg.org/orkg/resource/R288049","10.48366/r288049"
"http://orkg.org/orkg/resource/R288078","10.48366/r288078"
"http://orkg.org/orkg/resource/R576864","10.48366/r576864"
"http://orkg.org/orkg/resource/R576870","10.48366/r576870"
"http://orkg.org/orkg/resource/R576872","10.48366/r576872"
"http://orkg.org/orkg/resource/R576873","10.48366/r576873"
"http://orkg.org/orkg/resource/R576874","10.48366/r576874"
"http://orkg.org/orkg/resource/R576875","10.48366/r576875"
"http://orkg.org/orkg/resource/R576876","10.48366/r576876"
"http://orkg.org/orkg/resource/R189691",
"http://orkg.org/orkg/resource/R189831",
"http://orkg.org/orkg/resource/R190010",
"http://orkg.org/orkg/resource/R191023",
"http://orkg.org/orkg/resource/R191054",
"http://orkg.org/orkg/resource/R191407",
"http://orkg.org/orkg/resource/R191448",
"http://orkg.org/orkg/resource/R191655",
"http://orkg.org/orkg/resource/R191656",
"http://orkg.org/orkg/resource/R191657",
"http://orkg.org/orkg/resource/R191658",
"http://orkg.org/orkg/resource/R191660",
"http://orkg.org/orkg/resource/R191661",
"http://orkg.org/orkg/resource/R191878",
"http://orkg.org/orkg/resource/R191880",
"http://orkg.org/orkg/resource/R191881",
"http://orkg.org/orkg/resource/R191886",
"http://orkg.org/orkg/resource/R191975",
"http://orkg.org/orkg/resource/R191976",
"http://orkg.org/orkg/resource/R191978",
"http://orkg.org/orkg/resource/R191984",
"http://orkg.org/orkg/resource/R192251",
"http://orkg.org/orkg/resource/R192320",
"http://orkg.org/orkg/resource/R192341",
"http://orkg.org/orkg/resource/R193144",
"http://orkg.org/orkg/resource/R193217",
"http://orkg.org/orkg/resource/R193218",
"http://orkg.org/orkg/resource/R193369",
"http://orkg.org/orkg/resource/R193505",
"http://orkg.org/orkg/resource/R193544",
"http://orkg.org/orkg/resource/R193555",
"http://orkg.org/orkg/resource/R193561",
"http://orkg.org/orkg/resource/R193565",
"http://orkg.org/orkg/resource/R193618",
"http://orkg.org/orkg/resource/R193619",
"http://orkg.org/orkg/resource/R193620",
"http://orkg.org/orkg/resource/R193648",
"http://orkg.org/orkg/resource/R193661",
"http://orkg.org/orkg/resource/R193700",
"http://orkg.org/orkg/resource/R193924",
"http://orkg.org/orkg/resource/R193945",
"http://orkg.org/orkg/resource/R193988",
"http://orkg.org/orkg/resource/R194021",
"http://orkg.org/orkg/resource/R194034",
"http://orkg.org/orkg/resource/R194052",
"http://orkg.org/orkg/resource/R194053",
"http://orkg.org/orkg/resource/R194592",
"http://orkg.org/orkg/resource/R194639",
"http://orkg.org/orkg/resource/R194640",
"http://orkg.org/orkg/resource/R194697",
"http://orkg.org/orkg/resource/R194739",
"http://orkg.org/orkg/resource/R195257",
"http://orkg.org/orkg/resource/R195297",
"http://orkg.org/orkg/resource/R195622",
"http://orkg.org/orkg/resource/R196200",
"http://orkg.org/orkg/resource/R196333",
"http://orkg.org/orkg/resource/R196385",
"http://orkg.org/orkg/resource/R196453",
"http://orkg.org/orkg/resource/R196474",
"http://orkg.org/orkg/resource/R196613",
"http://orkg.org/orkg/resource/R196752",
"http://orkg.org/orkg/resource/R196790",
"http://orkg.org/orkg/resource/R196827",
"http://orkg.org/orkg/resource/R196829",
"http://orkg.org/orkg/resource/R196830",
"http://orkg.org/orkg/resource/R196835",
"http://orkg.org/orkg/resource/R196965",
"http://orkg.org/orkg/resource/R196981",
"http://orkg.org/orkg/resource/R196986",
"http://orkg.org/orkg/resource/R197016",
"http://orkg.org/orkg/resource/R197056",
"http://orkg.org/orkg/resource/R197060",
"http://orkg.org/orkg/resource/R197163",
"http://orkg.org/orkg/resource/R197200",
"http://orkg.org/orkg/resource/R197259",
"http://orkg.org/orkg/resource/R197279",
"http://orkg.org/orkg/resource/R197287",
"http://orkg.org/orkg/resource/R197295",
"http://orkg.org/orkg/resource/R197318",
"http://orkg.org/orkg/resource/R197344",
"http://orkg.org/orkg/resource/R197346",
"http://orkg.org/orkg/resource/R197351",
"http://orkg.org/orkg/resource/R197375",
"http://orkg.org/orkg/resource/R197656",
"http://orkg.org/orkg/resource/R197718",
"http://orkg.org/orkg/resource/R197737",
"http://orkg.org/orkg/resource/R198343",
"http://orkg.org/orkg/resource/R198561",
"http://orkg.org/orkg/resource/R198562",
"http://orkg.org/orkg/resource/R199173",
"http://orkg.org/orkg/resource/R199176",
"http://orkg.org/orkg/resource/R199177",
"http://orkg.org/orkg/resource/R199178",
"http://orkg.org/orkg/resource/R199179",
"http://orkg.org/orkg/resource/R199196",
"http://orkg.org/orkg/resource/R200035",
"http://orkg.org/orkg/resource/R201251",
"http://orkg.org/orkg/resource/R201255",
"http://orkg.org/orkg/resource/R201263",
"http://orkg.org/orkg/resource/R201302",
"http://orkg.org/orkg/resource/R201340",
"http://orkg.org/orkg/resource/R201802",
"http://orkg.org/orkg/resource/R201972",
"http://orkg.org/orkg/resource/R202077",
"http://orkg.org/orkg/resource/R202117",
"http://orkg.org/orkg/resource/R202360",
"http://orkg.org/orkg/resource/R202361",
"http://orkg.org/orkg/resource/R202362",
"http://orkg.org/orkg/resource/R202363",
"http://orkg.org/orkg/resource/R202380",
"http://orkg.org/orkg/resource/R203502",
"http://orkg.org/orkg/resource/R203756",
"http://orkg.org/orkg/resource/R203814",
"http://orkg.org/orkg/resource/R203903",
"http://orkg.org/orkg/resource/R204005",
"http://orkg.org/orkg/resource/R288079",
"http://orkg.org/orkg/resource/R288672",
"http://orkg.org/orkg/resource/R288673",
